form	status	emphasis	"meaning change"	type	novel	lineno	matchno	sent
0	1			0	Kooten_Verrekijker	70	2	"Wij weten best dat deze wens al te overmoedig is , maar door in gezelschap of tijdens een persoonlijk vraaggesprek zo'n hartekreet te slaken , hopen we het recht te verwerven dan toch ten minste de negentig te halen ."
1	1			0	Kooten_Verrekijker	71	1	"Ons voornemen gehoord hebbende , zal het voor de gelegenheid aangeroepen opperwezen toch zeker niet zo hardvochtig zijn de stekker er al uit te trekken wanneer wij nog maar een- of tweeenzeventig zijn ?"
1				0	Kooten_Verrekijker	74	1	"Toch nam ik mij muurvast voor nu zonder uitstel de hoognodige opruimwerkzaamheden te starten ."
1				0	Kooten_Verrekijker	75	1	"Eerst mijn boekenwand maar weer eens beklimmen en mij in alle redelijkheid afvragen wat ik voor mijn negentigste nog zou willen lezen of herlezen en waar ik geen tijd meer voor had of geen puf meer in ."
1				0	Kooten_Verrekijker	77	1	"In het inviterende mailtje beloofde de organisatie : ' Wij bieden u een gratis overnachting aan in een prima hotel , alsmede voorafgaande aan uw lezing een smakelijke maaltijd . '"
0	2			2	Kooten_Verrekijker	78	1	"In een Nederlands hotel , zoals mijn vader ze bezocht in de lichtgetinte jaren vijftig en zestig van de vorige eeuw , huurde je een kamer per vierentwintig uur ( ' Onze kamerprijzen gelden per etmaal ' ) ."
0	2			3	Kooten_Verrekijker	78	2	"In een Nederlands hotel , zoals mijn vader ze bezocht in de lichtgetinte jaren vijftig en zestig van de vorige eeuw , huurde je een kamer per vierentwintig uur ( ' Onze kamerprijzen gelden per etmaal ' ) ."
1				0	Kooten_Verrekijker	79	1	"U kon dus om twaalf uur 's middags arriveren , ter plaatse doen wat u te doen had , in uw hotel eten , slapen en uitslapen , desnoods lekker tot halftien blijven liggen , in bad gaan , uitgebreid ontbijten , weer even naar bed of voor de tweede maal maar nu samen met het ochtendblad badderen , en als u zich dan rond de noen met uw veel te volle koffer aan de lege receptie meldde en met uw vlakke hand op de baliebel om de rekening schelde , kwam de naar hooi geurende dochter van de eigenaar geschrokken aangehold en hijgde zij met haar wijd opengesperde korenbloemblauwe ogen : ' Gaat u ons nú al verlaten , meneer Van Kooten ?"
1				1	Kooten_Verrekijker	85	1	"Dat komt omdat de twee illegale Congolese kamermeisjes , die bij wijze van arbeidsloon het door drie à vier meelevende gasten op het nachtkastje achtergelaten kleingeld mogen opstrijken , deze zesendertig kamers elke dag opnieuw met hun beidjes aan kant moeten maken en zij dit heidense karwei echt niet sneller dan in vijfenhalf uur kunnen klaren ."
1				0	Kooten_Verrekijker	85	2	"Dat komt omdat de twee illegale Congolese kamermeisjes , die bij wijze van arbeidsloon het door drie à vier meelevende gasten op het nachtkastje achtergelaten kleingeld mogen opstrijken , deze zesendertig kamers elke dag opnieuw met hun beidjes aan kant moeten maken en zij dit heidense karwei echt niet sneller dan in vijfenhalf uur kunnen klaren ."
1				0	Kooten_Verrekijker	86	1	"En dan moeten deze desondanks goedlachse slavinnen , voordat zij weer vertrekken , ook nog de drie kubieke meter grote afwasmachine leeghalen , waarin al het gereinigde serviesgoed , bestek en glaswerk van de vorige avond dag in dag uit circa tien uur achter de gesloten gebleven klep op dit uitruimen heeft liggen wachten , wat ten gevolge heeft dat uw wijnglas een bittere putlucht wasemt ; een brakke geur waartegen het bouquet van zelfs de allervolste bourgogne het onderspit delft , en aangezien ik er verstand van heb omdat ik thuis en buitenshuis per jaar plusminus 365 flessen wijn drink , heb ik altijd mijn eigen Duralexglas bij mij , waar ik in negen van de tien gevallen dan ook opgelucht naar grijp ."
1				0	Kooten_Verrekijker	86	2	"En dan moeten deze desondanks goedlachse slavinnen , voordat zij weer vertrekken , ook nog de drie kubieke meter grote afwasmachine leeghalen , waarin al het gereinigde serviesgoed , bestek en glaswerk van de vorige avond dag in dag uit circa tien uur achter de gesloten gebleven klep op dit uitruimen heeft liggen wachten , wat ten gevolge heeft dat uw wijnglas een bittere putlucht wasemt ; een brakke geur waartegen het bouquet van zelfs de allervolste bourgogne het onderspit delft , en aangezien ik er verstand van heb omdat ik thuis en buitenshuis per jaar plusminus 365 flessen wijn drink , heb ik altijd mijn eigen Duralexglas bij mij , waar ik in negen van de tien gevallen dan ook opgelucht naar grijp ."
0	2			2	Kooten_Verrekijker	91	1	"Voor de zoveelste keer opzoeken hoe je ueovre ook alweer schrijft ."
1	2			0	Kooten_Verrekijker	96	1	"In Hotel Antiek te Helden , dat in geen enkel opzicht lijkt op zo'n boven omschreven hotel , bereidde het toeval mij twee aangename verrassingen ."
1				0	Kooten_Verrekijker	99	1	"De herbergierster kon mij zelfs vertellen waar mijn vader altijd zat in het restaurantgedeelte ."
1		1		0	Kooten_Verrekijker	100	1	"Zij was toen zelf nog maar een meisje en had hem meermalen bediend ."
1				0	Mitchell_NietVerhoordeGebeden	2	1	"De bruid voor wie wij dansen"
1				0	Mitchell_NietVerhoordeGebeden	10	1	" Hoort u mij ? '"
0	1			0	Mitchell_NietVerhoordeGebeden	13	1	" Ze heeft , ' zegt de dienstmeid die de lamp ophoudt , ' al urenlang nauwelijks iets gezegd . '"
0	1			0	Mitchell_NietVerhoordeGebeden	17	1	"Ze slaakt een zwakke zucht ."
0				0	Mitchell_NietVerhoordeGebeden	19	1	"Ze is vanavond zelfs te uitgeput , denkt Orito , om de dood te vrezen ."
1				0	Mitchell_NietVerhoordeGebeden	20	1	"Door het mousselinen gordijn heen fluistert de geneesheer Maeno : ' Ik wilde mij er zelf van vergewissen hoe het kind ligt , doch ' - de bejaarde geleerde kiest zijn woorden met zorg - ' dit schijnt niet gepermitteerd . '"
0	1			0	Mitchell_NietVerhoordeGebeden	23	1	"Orito tilt het bebloede laken op en ziet waarvoor ze al gewaarschuwd was : het slappe armpje van de foetus dat tot aan de schouder uit de vagina van Kawasemi steekt ."
1				0	Mitchell_NietVerhoordeGebeden	33	1	" Kindje is dood , ' antwoordt Orito in dezelfde taal , ' en als zij niet van kind wordt verlost , sterft ook moeder weldra . '"
0	1			0	Mitchell_NietVerhoordeGebeden	34	1	"Ze plaatst haar vingertoppen op Kawasemi's gezwollen buik en drukt op de bolling rond de naar binnen gekeerde navel ."
0	1			0	Mitchell_NietVerhoordeGebeden	36	1	"Ze knielt neer tussen Kawasemi's gespreide benen , ziet hoe smal het bekken is , en ruikt aan de naar buiten puilende schaamlippen ."
0	1			0	Mitchell_NietVerhoordeGebeden	37	1	"Ze bespeurt de moutachtige mengeling van klonterig bloed en ontlasting , maar niet de stank van een verrotte foetus ."
0	1			0	Mitchell_NietVerhoordeGebeden	40	1	"De meid is nog met stomheid geslagen omdat ze zojuist een vreemde taal heeft horen spreken ."
0				0	Mitchell_NietVerhoordeGebeden	45	1	" Dokter Maeno , bent u het met me eens dat hier sprake is ' - ze gebruikt het Hollandse woord - ' van een "" dwarsligging "" ? '"
0	1			0	Mitchell_NietVerhoordeGebeden	45	2	" Dokter Maeno , bent u het met me eens dat hier sprake is ' - ze gebruikt het Hollandse woord - ' van een "" dwarsligging "" ? '"
1				1	Mitchell_NietVerhoordeGebeden	46	1	" Wellicht , ' zegt de geneesheer in hun geheimtaal , ' doch zonder nader onderzoek ... '"
0				0	Mitchell_NietVerhoordeGebeden	52	1	" Mijn vader heeft me verteld , ' zegt Orito , ' dat dokter Uragami zou toezien op de bevalling . '"
1	2			0	Mitchell_NietVerhoordeGebeden	57	1	" Kamerling Tomine heeft de Magistraat vervolgens overgehaald mij te ontbieden ."
1				0	Mitchell_NietVerhoordeGebeden	60	1	"... en vervloekt zij die Uragami , denkt ze , vanwege zijn noodlottige onwil om gezichtsverlies te lijden ..."
0	1			0	Mitchell_NietVerhoordeGebeden	60	2	"... en vervloekt zij die Uragami , denkt ze , vanwege zijn noodlottige onwil om gezichtsverlies te lijden ..."
1				1	Mitchell_NietVerhoordeGebeden	61	1	"Plotseling staken de kikkers hun gekwaak zodat ineens , alsof er een gordijn van geluid wordt weggetrokken , het gedruis van Nagasaki te horen is , waar de behouden aankomst van het Hollandse schip wordt gevierd ."
1				0	Mitchell_NietVerhoordeGebeden	62	1	" Indien het kind dood is , ' zegt Maeno in het Hollands , ' moeten wij het nu verwijderen . '"
1				0	Mitchell_NietVerhoordeGebeden	64	1	"Orito verzoekt de huishoudster om warm water en wat repen linnen , en ontkurkt een flesje vlugzout onder de neus van de concubine , zodat zij enkele ogenblikken helder zal zijn ."
1				0	Mitchell_NietVerhoordeGebeden	65	1	" Juffrouw Kawasemi , wij gaan de komende minuten uw kindje ter wereld brengen ."
0				0	Mitchell_NietVerhoordeGebeden	69	1	" We moeten haar vertellen , ' stelt dokter Maeno in het Hollands aan Orito voor , ' dat het kind dood is ."
0				0	Mitchell_NietVerhoordeGebeden	74	1	"Sta klaar om het tussen de tanden van uw meesteres te proppen , anders bijt ze wellicht haar tong af ."
1				0	Mitchell_NietVerhoordeGebeden	75	1	"Laat aan weerszijden wat ruimte , zodat zij kan ademen ."
0				0	Mitchell_NietVerhoordeGebeden	78	1	"Orito wurmt haar vingers tussen de biceps van de foetus en de gescheurde schaamlip van de moeder , totdat ze tot halverwege haar pols in de vagina van Kawasemi zit ."
0	1			0	Mitchell_NietVerhoordeGebeden	80	1	" Het spijt me , ' zegt Orito , ' het spijt me ... '"
0	1			0	Mitchell_NietVerhoordeGebeden	80	2	" Het spijt me , ' zegt Orito , ' het spijt me ... '"
1				0	Mitchell_NietVerhoordeGebeden	82	1	"Als de dwarsligging zodanig is , herinnert Orito zich , dat de ruggengraat van de foetus zo ver is doorgebogen dat het hoofdje tussen de enkels zit , zoals bij een Chinese acrobaat , dan moet zij het armpje van de foetus amputeren , het lijkje met een getande verlostang uit elkaar halen , en onderdeel na gruwelijk onderdeel naar buiten brengen ."
1				0	Mitchell_NietVerhoordeGebeden	84	1	"Als er bij de dwarsligging echter sprake is van een normale foetushouding , zo heeft Orito gelezen , en de knietjes tegen de borst gedrukt zijn , kan zij het armpje eraf zagen , de foetus draaien , haakjes in de oogkassen steken en het hele lijfje eruit trekken , het hoofdje eerst ."
0	1			0	Mitchell_NietVerhoordeGebeden	93	1	"Ze trekt haar hand terug en meldt : ' De navelstreng is vrij ."
0	1			0	Mitchell_NietVerhoordeGebeden	96	1	" We kunnen proberen kind ter wereld te brengen ' - ze schakelt over op het Hollands - ' zonder arm te amputeren ."
0	1			0	Mitchell_NietVerhoordeGebeden	96	2	" We kunnen proberen kind ter wereld te brengen ' - ze schakelt over op het Hollands - ' zonder arm te amputeren ."
1				0	Mitchell_NietVerhoordeGebeden	99	1	"Dokter Maeno zegt tegen de kamerling : ' Om het leven van juffrouw Kawasemi te redden , móét ik het bevel van de Magistraat veronachtzamen en mij bij de vroedvrouw achter het gordijn voegen . '"
0	1			0	Siebelink_Oscar	20	1	"Hoe zou ze hem tegemoet treden ?"
1				0	Siebelink_Oscar	34	1	"Meer dan vijf jaar had zij niets van zich laten horen ."
1				0	Siebelink_Oscar	37	1	"Totdat zij hem in juni '45 een kort bericht stuurde ."
1				0	Siebelink_Oscar	41	1	"Zij kreeg hem in het oog , kwam op hem toe , greep zijn hand ."
0	1			0	Siebelink_Oscar	43	1	"Ze liepen samen naar de kist , bleven bij het hoofdeinde staan , staarden naar het deksel van blank hout , de koperen handgrepen ."
1				0	Siebelink_Oscar	45	1	"Zij legde een moment haar hoofd tegen zijn schouder , fluisterde :"
0	1			0	Siebelink_Oscar	51	1	"Op de andere stonden ze uitdagend , sigaret wat achteloos tussen de lippen , aan weerszijden van een legervoertuig , één voet op de geribbelde treeplank ."
0	2			0	Siebelink_Oscar	52	1	"Hij legde ze naast elkaar op de kist ."
0	2			0	Siebelink_Oscar	53	1	"Hij had ze willen sturen , maar het was gepaster ze persoonlijk te overhandigen ."
0	2			0	Siebelink_Oscar	53	2	"Hij had ze willen sturen , maar het was gepaster ze persoonlijk te overhandigen ."
0	2			0	Siebelink_Oscar	54	1	"Esmée nam ze in de hand , staarde er langdurig naar , legde ze zonder iets te zeggen terug op de kist ."
0	2			0	Siebelink_Oscar	54	2	"Esmée nam ze in de hand , staarde er langdurig naar , legde ze zonder iets te zeggen terug op de kist ."
1				0	Siebelink_Oscar	55	1	"Hij hield haar beide handen vast , zij snikte zacht , gaf zich over aan haar verdriet ."
0				2	Siebelink_Oscar	61	1	"Je kunt het niet bedenken ."
0	1			0	Siebelink_Oscar	64	1	"Ze deed geen poging hem af te weren ."
0	2			0	Siebelink_Oscar	65	1	"Oscar boog zich naar haar handen , kuste de kleine , slanke vingers , bracht ze naar zijn mond , wilde ze nooit meer loslaten ."
0	2			0	Siebelink_Oscar	65	2	"Oscar boog zich naar haar handen , kuste de kleine , slanke vingers , bracht ze naar zijn mond , wilde ze nooit meer loslaten ."
0				0	Siebelink_Oscar	68	1	" Ik zal er altijd voor je zijn , Esmée ."
0	1			0	Siebelink_Oscar	69	1	"Dat weet je toch ? '"
0	1			0	Siebelink_Oscar	74	1	" Dat weet je toch ? '"
1				0	Siebelink_Oscar	76	1	"Zij weerde hem af ."
0	1			0	Siebelink_Oscar	89	1	"Ze had hem gevraagd haar te vergezellen naar Noord-Frankrijk , wilde de plaats zien waar haar man was omgekomen , de weg volgen die hij met zijn vriend had afgelegd ."
0	1			0	Siebelink_Oscar	91	1	"Ze had kort en zakelijk gesproken , geen toespeling gemaakt op het gebeurde in het opbaarvertrek ."
0	1			0	Siebelink_Oscar	93	1	"En wát vind je terug ?"
0				0	Siebelink_Oscar	98	1	"Maar het lage dijkje waarachter ze zich verscholen hadden ?"
0				0	Siebelink_Oscar	99	1	"En wat wist Oscar zich nog te herinneren van de weg die ze vanaf Breskens naar het zuiden hadden afgelegd ?"
1				0	Springer_Quadriga	3	1	"1998 - In het vliegtuig naar Berlijn-Tegel zat aan de andere kant van het gangpad een man die mij meteen bekend voorkwam , en ik hem ."
1				0	Springer_Quadriga	4	1	"Wij wierpen elkaar zijdelings dezelfde verbaasde blik toe ."
1				0	Springer_Quadriga	5	1	"Over het gangpad reikten wij elkaar de hand ."
1				0	Springer_Quadriga	13	1	"Behrman had mij dit alles indertijd verteld met wat op grimmig masochisme leek ."
1				0	Springer_Quadriga	15	1	"Wij zweefden boven Tegel ."
0	2			0	Springer_Quadriga	18	1	"Weemoed naar wat verschwunden is , Ostalgie noemen ze dat hier zo aardig ."
1	2			0	Springer_Quadriga	21	1	"Vooral met die ' weemoed ' had hij gelijk wat mij aanging : net zomin als hij had ik nog iets te zoeken in wat toen door de communistische leiders trots ' die Hauptstadt der ddr ' genoemd werd , maar voor velen in West-Duitsland hardnekkig ' die Ostzone ' bleef ."
1				0	Springer_Quadriga	22	1	"Na aankomst op Tegel vonden wij het allebei vanzelfsprekend dat we ons samen in een taxi naar Hotel Metropol lieten rijden ."
0				0	Springer_Quadriga	22	2	"Na aankomst op Tegel vonden wij het allebei vanzelfsprekend dat we ons samen in een taxi naar Hotel Metropol lieten rijden ."
1				0	Springer_Quadriga	30	1	"Wij hadden op die onoverzichtelijke avond in november '89 niet echt afscheid van elkaar genomen , hoewel het onze gewoonte was de dag af te sluiten met een borrel in de hotelbar ."
1				0	Springer_Quadriga	32	1	"Maar die laatste avond had hij voor niets op mij zitten wachten ."
1				0	Springer_Quadriga	33	1	"Veel van wat hij mij tijdens onze avondsessies vertelde reproduceerde ik zonder bronvermelding , als uit eigen waarneming , en dat vond hij best ."
1	2			0	Springer_Quadriga	34	1	"Hij noemde zelden namen van zijn zegslieden , want , zei hij naar mij voorovergebogen : ' Feind hört mit ! '"
1	1			0	Springer_Quadriga	36	1	"Zijn contacten binnen partijapparaat , regering en Humboldt-universiteit waren fenomenale informatiebronnen - als hij mij tenminste niet verneukte , maar ik had geen enkele reden om aan te nemen dat hij de vaak sappige anekdotes over wat er zich afspeelde achter de schermen en façaden van ' die Partei ' uit zijn duim zoog ."
1				0	Springer_Quadriga	38	1	"Hij had mij bijvoorbeeld , smakelijk gniffelend , en in ' versluierde ' termen vanwege de bloemenvaasjes , zijn bezoeken aan het oord Wandlitz beschreven , waar hij ( naar eigen zeggen ) diverse malen zeer persoonlijke en openhartige gesprekken had gevoerd met topleiders van het regime , die daar op een kluitje en in ' splendid isolation ' huisden , op veilige afstand van Berlijn , in fraaie bosrijke omgeving en in goedburgerlijke omstandigheden ; en ook voorzien van alle westerse consumptieve gemakken ."
1	2			0	Springer_Quadriga	46	1	" Leve de autarkie , ' zei hij een keer , meer tegen het vaasje bloemen dan tegen mij gericht , ' maar halsstarrig als de lemmingen in Europa's hoogste Noorden hollen zij de afgrond tegemoet ."
1				0	Springer_Quadriga	46	1	" Leve de autarkie , ' zei hij een keer , meer tegen het vaasje bloemen dan tegen mij gericht , ' maar halsstarrig als de lemmingen in Europa's hoogste Noorden hollen zij de afgrond tegemoet ."
1				0	Springer_Quadriga	49	1	" Hoe wéét jij dat nou allemaal ? ' werd mij dan gevraagd ."
1				0	Springer_Quadriga	49	2	" Hoe wéét jij dat nou allemaal ? ' werd mij dan gevraagd ."
0	1			0	Springer_Quadriga	52	1	"Ze waarschuwden mij ook , zorgzaam als ze waren voor de veiligheid van hun stercorrespondent : ' Als dat maar goed met jou afloopt ."
1				0	Springer_Quadriga	52	2	"Ze waarschuwden mij ook , zorgzaam als ze waren voor de veiligheid van hun stercorrespondent : ' Als dat maar goed met jou afloopt ."
0	1			0	Springer_Quadriga	52	3	"Ze waarschuwden mij ook , zorgzaam als ze waren voor de veiligheid van hun stercorrespondent : ' Als dat maar goed met jou afloopt ."
1				1	Springer_Quadriga	52	4	"Ze waarschuwden mij ook , zorgzaam als ze waren voor de veiligheid van hun stercorrespondent : ' Als dat maar goed met jou afloopt ."
1	2			0	Springer_Quadriga	52	5	"Ze waarschuwden mij ook , zorgzaam als ze waren voor de veiligheid van hun stercorrespondent : ' Als dat maar goed met jou afloopt ."
0				1	Springer_Quadriga	54	1	"Die komen er zeker achter wie je bronnen zijn en dan wordt meneer Somers in het gunstigste geval het land uit geflikkerd . '"
1				0	Springer_Quadriga	57	1	"Zo maakte ik mij ervan af ."
0	1		1	0	Springer_Quadriga	58	1	"Ze hadden het in Amsterdam maar te pikken ."
1	2	1		0	Springer_Quadriga	59	1	"Achteraf heeft het ook mij wel verbaasd dat ik nooit moeilijkheden met Stasi of andere organen heb gehad ."
1				0	Springer_Quadriga	61	1	"Maar nee , geen glimmende regenjassen en gleufhoeden 's nachts aan de deur van mijn hotelkamer , geen enkele toespeling op mijn geschrijf van de kant van het Presseamt , waar ik mij bij ieder bezoek aan de ddr nederig meldde , nooit gezeur met visa , altijd even hoffelijk en hulpvaardig , die naamloze , gezichtloze onderknuppels van Herr Schulze , die natuurlijk ook niet zo heette ."
0	1			0	Springer_Quadriga	62	1	"Ik heb nooit kunnen vaststellen dat ze mij in de gaten hielden , al deden ze dat natuurlijk wel , en zij in de eerste plaats ."
1				0	Springer_Quadriga	62	2	"Ik heb nooit kunnen vaststellen dat ze mij in de gaten hielden , al deden ze dat natuurlijk wel , en zij in de eerste plaats ."
0	1			0	Springer_Quadriga	62	3	"Ik heb nooit kunnen vaststellen dat ze mij in de gaten hielden , al deden ze dat natuurlijk wel , en zij in de eerste plaats ."
1	2	1		0	Springer_Quadriga	62	4	"Ik heb nooit kunnen vaststellen dat ze mij in de gaten hielden , al deden ze dat natuurlijk wel , en zij in de eerste plaats ."
1		1		0	Springer_Quadriga	63	1	"Zij had mij , na het gebeurde in Leipzig in september '87 , op de gebruikelijke manier , met veel tamtam , kunnen laten ontmaskeren als ordinaire Nato-spion ( en de brave Behrman erbij ) ."
1				0	Springer_Quadriga	63	2	"Zij had mij , na het gebeurde in Leipzig in september '87 , op de gebruikelijke manier , met veel tamtam , kunnen laten ontmaskeren als ordinaire Nato-spion ( en de brave Behrman erbij ) ."
1	2	1		0	Springer_Quadriga	64	1	"Ach , ik hoopte toen dat ook zij meende wat ze een enkele keer gefluisterd had , en dat zij met mijn hulp het zinkende schip wilde verlaten ."
0	1			0	Springer_Quadriga	64	2	"Ach , ik hoopte toen dat ook zij meende wat ze een enkele keer gefluisterd had , en dat zij met mijn hulp het zinkende schip wilde verlaten ."
1				0	Springer_Quadriga	64	3	"Ach , ik hoopte toen dat ook zij meende wat ze een enkele keer gefluisterd had , en dat zij met mijn hulp het zinkende schip wilde verlaten ."
1				0	Springer_Quadriga	66	1	"Ik voel nog steeds zo zeker dat zij toen echt van mij hield en voor altijd bij mij wilde blijven ."
1				0	Springer_Quadriga	66	2	"Ik voel nog steeds zo zeker dat zij toen echt van mij hield en voor altijd bij mij wilde blijven ."
1				0	Springer_Quadriga	66	3	"Ik voel nog steeds zo zeker dat zij toen echt van mij hield en voor altijd bij mij wilde blijven ."
1				0	Springer_Quadriga	67	1	"Zij beheerst , nee , zij overspoelt nog steeds mijn gedachten en gevoelens , maar ik twijfel nu of alles wat ik over haar schreef en schrijf waar gebeurd is ."
1				0	Springer_Quadriga	67	2	"Zij beheerst , nee , zij overspoelt nog steeds mijn gedachten en gevoelens , maar ik twijfel nu of alles wat ik over haar schreef en schrijf waar gebeurd is ."
1				0	Springer_Quadriga	68	1	"In mijn laatste actieve Berlijn-fase ( om het wat chic uit te drukken ) kon het mij niet meer verdommen of die gleufhoeden voor mijn deur zouden verschijnen ."
1				0	Springer_Quadriga	71	1	"Wij dronken een glas bier , Behrman en ik , gezeten voor een raam van het hotelrestaurant ."
0	2			0	Springer_Quadriga	72	1	"Het uitzicht nauwelijks veranderd , als je niet lette op de kraampjes met ' Döner Kebab ' en restaurants met ' China ' op de gevel ."
1	2			0	Springer_Quadriga	73	1	"Op een vreemde manier was alles hier toch hetzelfde als in de zomer van '87 , toen zij en ik hier een keer voor hetzelfde raam , aan hetzelfde tafeltje , hadden gezeten ."
0	2			0	Springer_Quadriga	75	1	"Voor het ondergaan van echte , onversneden Ostalgie moest je daar zijn ."
0	1			0	Springer_Quadriga	81	1	" Dat moet je Hans-Dietrich Genscher nageven , ' zei Behrman ."
0				0	Springer_Quadriga	82	1	" Die Bonner bewindsman heeft alle foute figuren er meteen na de Wende uit geschopt , maar ze wel een aoweetje meegegeven ."
0				1	Springer_Quadriga	84	1	"Strijkijzers , ijskasten , televisies , en hij laadt ook vakkundig je accu op als je autopech hebt . '"
0				2	Springer_Quadriga	84	2	"Strijkijzers , ijskasten , televisies , en hij laadt ook vakkundig je accu op als je autopech hebt . '"
1				0	Springer_Quadriga	90	1	"Hij heeft bij mijn weten nooit iemand eigenhandig de dood ingejaagd , dat heeft hij mij bezworen , en zijn rapportjes over mij aan zijn Stasi-superieuren moeten heel goedaardig geweest zijn ."
1				0	Springer_Quadriga	90	2	"Hij heeft bij mijn weten nooit iemand eigenhandig de dood ingejaagd , dat heeft hij mij bezworen , en zijn rapportjes over mij aan zijn Stasi-superieuren moeten heel goedaardig geweest zijn ."
1				0	Springer_Quadriga	98	1	"Hij nodigde mij vorige week persoonlijk telefonisch uit ."
0	1			0	Verhulst_LaatsteLiefdeVan	2	1	"Martine Withofs kon met weinig tevreden zijn in het leven , al was dat niet helemaal haar eigen verdienste : ze had nooit veel gehad , dan gaat dat weinige ergens wennen ."
1				0	Verhulst_LaatsteLiefdeVan	3	1	"Hoe dan ook ; zij kon , om maar iets te zeggen , oprecht gelukkig zijn met een teevee ."
1				0	Verhulst_LaatsteLiefdeVan	7	1	"Zij zag het levenslicht in precies die herfst van 1953 waarin het Belgisch Nationaal Instituut voor Radio-Omroep de eerste televisiebeelden op zijn te beschaven bevolking losliet : het programma Panorama met een uitzending over de Venetiaanse schilderkunst ."
0	1			0	Verhulst_LaatsteLiefdeVan	11	1	"Maar áls ze het was geweest , dan had de teevee daar dikwijls voor iets tussen gezeten ."
0	1			0	Verhulst_LaatsteLiefdeVan	12	1	"Om te beginnen had ze snel geleerd tevreden te zijn met het simpele feit dat het televisietoestel functioneerde ."
0	1			0	Verhulst_LaatsteLiefdeVan	15	1	"De kilometers die Martine alles bij elkaar heeft afgelegd terwijl ze met een antenne door de hele woonkamer liep op zoek naar een deftige ontvangst zijn niet gering en het hoeft dan ook niemand te verbazen dat zowel de overstap van antenne naar kabeltelevisie als de uitvinding van de afstandsbediening er later toe hebben bijgedragen dat Martine zich opeens om calorieën en spataders moest bekommeren ."
0	1			0	Verhulst_LaatsteLiefdeVan	17	1	"Soms lag het probleem met de ontvangst niet aan de antenne of aan de mistige weersomstandigheden , maar moest ze gewoon het toestel een paar stevige dreunen geven om het opnieuw aan de praat te krijgen ."
1				0	Verhulst_LaatsteLiefdeVan	23	1	"Staande aan haar strijkplank , geflankeerd door twee volle wasmanden ( want zij streek alles , ook kousen , ja , zelfs onderbroeken , en hulde vervolgens alles in een wolk stijfsel uit de heilige spuitbus van het merk Remy ) volgde zij de lotgevallen van de verdorven familie Channing en was zij gelukkig ."
1				0	Verhulst_LaatsteLiefdeVan	23	2	"Staande aan haar strijkplank , geflankeerd door twee volle wasmanden ( want zij streek alles , ook kousen , ja , zelfs onderbroeken , en hulde vervolgens alles in een wolk stijfsel uit de heilige spuitbus van het merk Remy ) volgde zij de lotgevallen van de verdorven familie Channing en was zij gelukkig ."
1				0	Verhulst_LaatsteLiefdeVan	23	3	"Staande aan haar strijkplank , geflankeerd door twee volle wasmanden ( want zij streek alles , ook kousen , ja , zelfs onderbroeken , en hulde vervolgens alles in een wolk stijfsel uit de heilige spuitbus van het merk Remy ) volgde zij de lotgevallen van de verdorven familie Channing en was zij gelukkig ."
0	1			0	Verhulst_LaatsteLiefdeVan	24	1	"Niet dat ze dan van haartop tot teentip doorweekt was van geluk zoals het werd voorgesteld in de reclamefilmpjes van Timotei haarshampoo , de endorfines stroomden om het zo te zeggen niet rijkelijk door haar bloedvaten , neen , het was eerder de tijdelijke afwezigheid van ongeluk die haar een gevoel van innerlijke vrede bezorgde ."
0	1			0	Verhulst_LaatsteLiefdeVan	25	1	"In de jaren die ze eindelijk achter zich had gelaten was ze doorgaans al aan haar tweede mand strijk begonnen wanneer haar echtgenoot straalbezopen en nog steeds in zijn werkkledij binnen kwam gestrompeld , brallend : ' Zit gij nu weeral naar dat strontprogramma op teevee te kijken ! '"
0	1			0	Verhulst_LaatsteLiefdeVan	25	2	"In de jaren die ze eindelijk achter zich had gelaten was ze doorgaans al aan haar tweede mand strijk begonnen wanneer haar echtgenoot straalbezopen en nog steeds in zijn werkkledij binnen kwam gestrompeld , brallend : ' Zit gij nu weeral naar dat strontprogramma op teevee te kijken ! '"
1				0	Verhulst_LaatsteLiefdeVan	26	1	"Hoewel zij met deze echtelijke ongehoorzaamheid het risico op een pak slaag nam , antwoordde ze hem : ' Als gij heel de avond op café zit heb ik niets anders te doen dan naar strontprogramma's te kijken ! '"
0	1			0	Verhulst_LaatsteLiefdeVan	26	2	"Hoewel zij met deze echtelijke ongehoorzaamheid het risico op een pak slaag nam , antwoordde ze hem : ' Als gij heel de avond op café zit heb ik niets anders te doen dan naar strontprogramma's te kijken ! '"
0	1			0	Verhulst_LaatsteLiefdeVan	33	1	"Maar nu was ze gelukkig , veel gelukkiger eigenlijk dan ze ooit met de hulp van Home Is Where My Children Cry was geweest , en ze nam er haar tijd voor om voluit te beseffen dát ze het was ."
0	1			0	Verhulst_LaatsteLiefdeVan	33	2	"Maar nu was ze gelukkig , veel gelukkiger eigenlijk dan ze ooit met de hulp van Home Is Where My Children Cry was geweest , en ze nam er haar tijd voor om voluit te beseffen dát ze het was ."
0	1			0	Verhulst_LaatsteLiefdeVan	33	3	"Maar nu was ze gelukkig , veel gelukkiger eigenlijk dan ze ooit met de hulp van Home Is Where My Children Cry was geweest , en ze nam er haar tijd voor om voluit te beseffen dát ze het was ."
